Match Number,Round Number,Date,Location,Home Team,Away Team,Result
379,8,10/12/2022 00:00,Amway Center,Orlando Magic,Toronto Raptors,113 - 109
380,8,10/12/2022 00:30,Barclays Center,Brooklyn Nets,Atlanta Hawks,120 - 116
381,8,10/12/2022 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Sacramento Kings,95 - 106
382,8,10/12/2022 00:30,Wells Fargo Center,Philadelphia 76ers,Los Angeles Lakers,133 - 122
383,8,10/12/2022 01:00,FedExForum,Memphis Grizzlies,Detroit Pistons,114 - 103
384,8,10/12/2022 01:30,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,128 - 117
385,8,10/12/2022 02:00,Vivint Arena,Utah Jazz,Minnesota Timberwolves,108 - 118
386,8,10/12/2022 03:00,American Airlines Center,Dallas Mavericks,Milwaukee Bucks,105 - 106
387,8,10/12/2022 22:00,Miami-Dade Arena,Miami Heat,San Antonio Spurs,111 - 115
388,8,11/12/2022 00:00,Gainbridge Fieldhouse,Indiana Pacers,Brooklyn Nets,133 - 136
389,8,11/12/2022 00:00,Capital One Arena,Washington Wizards,LA Clippers,107 - 114
390,8,11/12/2022 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Oklahoma City Thunder,110 - 102
391,8,11/12/2022 01:00,United Center,Chicago Bulls,Dallas Mavericks,144 - 115
392,8,11/12/2022 01:30,Chase Center,Golden State Warriors,Boston Celtics,123 - 107
393,8,11/12/2022 02:00,Ball Arena,Denver Nuggets,Utah Jazz,115 - 110
394,8,11/12/2022 03:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,124 - 118
395,8,11/12/2022 20:30,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,129 - 124
396,8,11/12/2022 23:00,Little Caesars Arena,Detroit Pistons,Los Angeles Lakers,117 - 124
397,8,11/12/2022 23:00,Madison Square Garden,New York Knicks,Sacramento Kings,112 - 99
398,8,11/12/2022 23:00,Amway Center,Orlando Magic,Toronto Raptors,111 - 99
399,8,11/12/2022 23:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,131 - 113
400,8,11/12/2022 23:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,123 - 122
401,8,12/12/2022 00:00,Toyota Center,Houston Rockets,Milwaukee Bucks,97 - 92
402,8,13/12/2022 00:00,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,82 - 87
403,8,13/12/2022 00:00,Capital One Arena,Washington Wizards,Brooklyn Nets,100 - 112
404,8,13/12/2022 01:00,FedExForum,Memphis Grizzlies,Atlanta Hawks,128 - 103
405,8,13/12/2022 01:30,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,121 - 114
406,8,13/12/2022 01:30,AT&T Center,San Antonio Spurs,Cleveland Cavaliers,112 - 111
407,8,13/12/2022 03:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,133 - 112
408,8,13/12/2022 03:30,Crypto.com Arena,LA Clippers,Boston Celtics,113 - 93
409,8,14/12/2022 00:00,Wells Fargo Center,Philadelphia 76ers,Sacramento Kings,123 - 103
410,8,14/12/2022 00:30,Fiserv Forum,Milwaukee Bucks,Golden State Warriors,128 - 111
411,8,14/12/2022 01:00,Toyota Center,Houston Rockets,Phoenix Suns,111 - 97
412,8,14/12/2022 02:00,Vivint Arena,Utah Jazz,New Orleans Pelicans,121 - 100
413,8,14/12/2022 03:00,Crypto.com Arena,Los Angeles Lakers,Boston Celtics,118 - 122
414,8,15/12/2022 00:00,Spectrum Center,Charlotte Hornets,Detroit Pistons,134 - 141
415,8,15/12/2022 00:00,Gainbridge Fieldhouse,Indiana Pacers,Golden State Warriors,125 - 119
416,8,15/12/2022 00:00,Amway Center,Orlando Magic,Atlanta Hawks,135 - 124
417,8,15/12/2022 00:30,Scotiabank Arena,Toronto Raptors,Sacramento Kings,123 - 124
418,8,15/12/2022 00:30,United Center,Chicago Bulls,New York Knicks,120 - 128
419,8,15/12/2022 01:00,Paycom Center,Oklahoma City Thunder,Miami Heat,108 - 110
420,8,15/12/2022 01:00,AT&T Center,San Antonio Spurs,Portland Trail Blazers,112 - 128
421,8,15/12/2022 02:00,American Airlines Center,Dallas Mavericks,Cleveland Cavaliers,90 - 105
422,8,15/12/2022 02:00,Ball Arena,Denver Nuggets,Washington Wizards,141 - 128
423,8,15/12/2022 03:00,Crypto.com Arena,LA Clippers,Minnesota Timberwolves,99 - 88
424,9,16/12/2022 01:00,Toyota Center,Houston Rockets,Miami Heat,108 - 111
425,9,16/12/2022 01:00,FedExForum,Memphis Grizzlies,Milwaukee Bucks,142 - 101
426,9,16/12/2022 02:00,Vivint Arena,Utah Jazz,New Orleans Pelicans,132 - 129
427,9,16/12/2022 03:30,Crypto.com Arena,LA Clippers,Phoenix Suns,95 - 111
428,9,17/12/2022 00:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,106 - 125
429,9,17/12/2022 00:00,Little Caesars Arena,Detroit Pistons,Sacramento Kings,113 - 122
430,9,17/12/2022 00:30,TD Garden,Boston Celtics,Orlando Magic,109 - 117
431,9,17/12/2022 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,118 - 112
432,9,17/12/2022 00:30,Wells Fargo Center,Philadelphia 76ers,Golden State Warriors,118 - 106
433,9,17/12/2022 00:30,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,116 - 119
434,9,17/12/2022 01:00,United Center,Chicago Bulls,New York Knicks,91 - 114
435,9,17/12/2022 01:00,Paycom Center,Oklahoma City Thunder,Minnesota Timberwolves,110 - 112
436,9,17/12/2022 01:30,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,130 - 110
437,9,17/12/2022 03:00,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,126 - 108
438,9,17/12/2022 21:00,Crypto.com Arena,LA Clippers,Washington Wizards,102 - 93
439,9,17/12/2022 22:00,Mexico City Arena,San Antonio Spurs,Miami Heat,101 - 111
440,9,18/12/2022 01:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Dallas Mavericks,100 - 99
441,9,18/12/2022 01:00,Toyota Center,Houston Rockets,Portland Trail Blazers,95 - 107
442,9,18/12/2022 01:00,Fiserv Forum,Milwaukee Bucks,Utah Jazz,123 - 97
443,9,18/12/2022 01:00,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,115 - 109
444,9,18/12/2022 02:00,Footprint Center,Phoenix Suns,New Orleans Pelicans,118 - 114
445,9,18/12/2022 20:00,TD Garden,Boston Celtics,Orlando Magic,92 - 95
446,9,18/12/2022 22:00,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,106 - 109
447,9,18/12/2022 23:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,121 - 124
448,9,18/12/2022 23:00,Scotiabank Arena,Toronto Raptors,Golden State Warriors,110 - 126
449,9,19/12/2022 00:00,Target Center,Minnesota Timberwolves,Chicago Bulls,150 - 126
450,9,19/12/2022 01:00,Ball Arena,Denver Nuggets,Charlotte Hornets,119 - 115
451,9,19/12/2022 02:30,Crypto.com Arena,Los Angeles Lakers,Washington Wizards,119 - 117
452,9,20/12/2022 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Utah Jazz,122 - 99
453,9,20/12/2022 00:00,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,104 - 101
454,9,20/12/2022 00:30,State Farm Arena,Atlanta Hawks,Orlando Magic,126 - 125
455,9,20/12/2022 01:00,Toyota Center,Houston Rockets,San Antonio Spurs,105 - 124
456,9,20/12/2022 01:00,Target Center,Minnesota Timberwolves,Dallas Mavericks,116 - 106
457,9,20/12/2022 01:00,Smoothie King Center,New Orleans Pelicans,Milwaukee Bucks,119 - 128
458,9,20/12/2022 01:00,Paycom Center,Oklahoma City Thunder,Portland Trail Blazers,123 - 121
459,9,20/12/2022 02:00,Footprint Center,Phoenix Suns,Los Angeles Lakers,130 - 104
460,9,20/12/2022 03:00,Golden 1 Center,Sacramento Kings,Charlotte Hornets,119 - 125
461,9,21/12/2022 00:00,Little Caesars Arena,Detroit Pistons,Utah Jazz,111 - 126
462,9,21/12/2022 00:30,Miami-Dade Arena,Miami Heat,Chicago Bulls,103 - 113
463,9,21/12/2022 00:30,Madison Square Garden,New York Knicks,Golden State Warriors,132 - 94
464,9,21/12/2022 02:00,Footprint Center,Phoenix Suns,Washington Wizards,110 - 113
465,9,21/12/2022 03:00,Ball Arena,Denver Nuggets,Memphis Grizzlies,105 - 91
466,9,22/12/2022 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,114 - 106
467,9,22/12/2022 00:00,Wells Fargo Center,Philadelphia 76ers,Detroit Pistons,113 - 93
468,9,22/12/2022 00:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,108 - 110
469,9,22/12/2022 00:30,TD Garden,Boston Celtics,Indiana Pacers,112 - 117
470,9,22/12/2022 00:30,Barclays Center,Brooklyn Nets,Golden State Warriors,143 - 113
471,9,22/12/2022 00:30,Madison Square Garden,New York Knicks,Toronto Raptors,106 - 113
472,9,22/12/2022 01:00,Toyota Center,Houston Rockets,Orlando Magic,110 - 116
473,9,22/12/2022 01:00,Target Center,Minnesota Timberwolves,Dallas Mavericks,99 - 104
474,9,22/12/2022 01:00,Paycom Center,Oklahoma City Thunder,Portland Trail Blazers,101 - 98
475,9,22/12/2022 03:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,134 - 120
476,9,22/12/2022 03:30,Crypto.com Arena,LA Clippers,Charlotte Hornets,126 - 105
477,10,23/12/2022 01:00,Smoothie King Center,New Orleans Pelicans,San Antonio Spurs,126 - 117
478,10,23/12/2022 02:00,Vivint Arena,Utah Jazz,Washington Wizards,120 - 112
479,10,24/12/2022 00:00,Amway Center,Orlando Magic,San Antonio Spurs,133 - 113
480,10,24/12/2022 00:00,Wells Fargo Center,Philadelphia 76ers,LA Clippers,119 - 114
481,10,24/12/2022 00:30,State Farm Arena,Atlanta Hawks,Detroit Pistons,130 - 105
482,10,24/12/2022 00:30,TD Garden,Boston Celtics,Minnesota Timberwolves,121 - 109
483,10,24/12/2022 00:30,Barclays Center,Brooklyn Nets,Milwaukee Bucks,118 - 100
484,10,24/12/2022 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Toronto Raptors,107 - 118
485,10,24/12/2022 00:30,Madison Square Garden,New York Knicks,Chicago Bulls,117 - 118
486,10,24/12/2022 01:00,Miami-Dade Arena,Miami Heat,Indiana Pacers,108 - 111
487,10,24/12/2022 01:00,Toyota Center,Houston Rockets,Dallas Mavericks,106 - 112
488,10,24/12/2022 01:00,Paycom Center,Oklahoma City Thunder,New Orleans Pelicans,125 - 128
489,10,24/12/2022 02:00,Ball Arena,Denver Nuggets,Portland Trail Blazers,120 - 107
490,10,24/12/2022 03:00,Footprint Center,Phoenix Suns,Memphis Grizzlies,100 - 125
491,10,24/12/2022 03:00,Golden 1 Center,Sacramento Kings,Washington Wizards,111 - 125
492,10,24/12/2022 03:30,Crypto.com Arena,Los Angeles Lakers,Charlotte Hornets,130 - 134
493,10,25/12/2022 17:00,Madison Square Garden,New York Knicks,Philadelphia 76ers,112 - 119
494,10,25/12/2022 19:30,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,124 - 115
495,10,25/12/2022 22:00,TD Garden,Boston Celtics,Milwaukee Bucks,139 - 118
496,10,26/12/2022 01:00,Chase Center,Golden State Warriors,Memphis Grizzlies,123 - 109
497,10,26/12/2022 03:30,Ball Arena,Denver Nuggets,Phoenix Suns,128 - 125
498,10,27/12/2022 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Brooklyn Nets,117 - 125
499,10,27/12/2022 00:00,Little Caesars Arena,Detroit Pistons,LA Clippers,131 - 142
500,10,27/12/2022 00:30,Miami-Dade Arena,Miami Heat,Minnesota Timberwolves,113 - 110
501,10,27/12/2022 01:00,United Center,Chicago Bulls,Houston Rockets,118 - 133
502,10,27/12/2022 01:00,Smoothie King Center,New Orleans Pelicans,Indiana Pacers,113 - 93
503,10,27/12/2022 01:00,AT&T Center,San Antonio Spurs,Utah Jazz,126 - 122
504,10,27/12/2022 03:00,Moda Center,Portland Trail Blazers,Charlotte Hornets,124 - 113
505,10,28/12/2022 00:00,Amway Center,Orlando Magic,Los Angeles Lakers,110 - 129
506,10,28/12/2022 00:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,116 - 111
507,10,28/12/2022 00:30,TD Garden,Boston Celtics,Houston Rockets,126 - 102
508,10,28/12/2022 00:30,Gainbridge Fieldhouse,Indiana Pacers,Atlanta Hawks,129 - 114
509,10,28/12/2022 00:30,Scotiabank Arena,Toronto Raptors,LA Clippers,113 - 124
510,10,28/12/2022 01:00,FedExForum,Memphis Grizzlies,Phoenix Suns,108 - 125
511,10,28/12/2022 01:00,Paycom Center,Oklahoma City Thunder,San Antonio Spurs,130 - 114
512,10,28/12/2022 01:30,American Airlines Center,Dallas Mavericks,New York Knicks,126 - 121
513,10,28/12/2022 03:00,Chase Center,Golden State Warriors,Charlotte Hornets,110 - 105
514,10,28/12/2022 03:00,Golden 1 Center,Sacramento Kings,Denver Nuggets,106 - 113
515,10,29/12/2022 00:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,121 - 101
516,10,29/12/2022 00:00,Capital One Arena,Washington Wizards,Phoenix Suns,127 - 102
517,10,29/12/2022 00:30,State Farm Arena,Atlanta Hawks,Brooklyn Nets,107 - 108
518,10,29/12/2022 00:30,Miami-Dade Arena,Miami Heat,Los Angeles Lakers,112 - 98
519,10,29/12/2022 01:00,United Center,Chicago Bulls,Milwaukee Bucks,119 - 113
520,10,29/12/2022 01:00,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,119 - 118
521,10,29/12/2022 03:00,Chase Center,Golden State Warriors,Utah Jazz,112 - 107
522,10,29/12/2022 03:00,Golden 1 Center,Sacramento Kings,Denver Nuggets,127 - 126
523,11,30/12/2022 00:00,Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,121 - 113
524,11,30/12/2022 00:00,Gainbridge Fieldhouse,Indiana Pacers,Cleveland Cavaliers,135 - 126
525,11,30/12/2022 00:30,TD Garden,Boston Celtics,LA Clippers,116 - 110
526,11,30/12/2022 00:30,Scotiabank Arena,Toronto Raptors,Memphis Grizzlies,106 - 119
527,11,30/12/2022 01:00,AT&T Center,San Antonio Spurs,New York Knicks,122 - 115
528,11,30/12/2022 01:30,American Airlines Center,Dallas Mavericks,Houston Rockets,129 - 114
529,11,31/12/2022 00:00,Amway Center,Orlando Magic,Washington Wizards,100 - 119
530,11,31/12/2022 00:30,State Farm Arena,Atlanta Hawks,Los Angeles Lakers,121 - 130
531,11,31/12/2022 00:30,Scotiabank Arena,Toronto Raptors,Phoenix Suns,113 - 104
532,11,31/12/2022 01:00,United Center,Chicago Bulls,Detroit Pistons,132 - 118
533,11,31/12/2022 01:00,Fiserv Forum,Milwaukee Bucks,Minnesota Timberwolves,123 - 114
534,11,31/12/2022 01:30,Smoothie King Center,New Orleans Pelicans,Philadelphia 76ers,127 - 116
535,11,31/12/2022 02:00,Ball Arena,Denver Nuggets,Miami Heat,124 - 119
536,11,31/12/2022 03:00,Chase Center,Golden State Warriors,Portland Trail Blazers,118 - 112
537,11,31/12/2022 03:00,Golden 1 Center,Sacramento Kings,Utah Jazz,126 - 125
538,11,31/12/2022 20:00,Gainbridge Fieldhouse,Indiana Pacers,LA Clippers,131 - 130
539,11,01/01/2023 00:00,Spectrum Center,Charlotte Hornets,Brooklyn Nets,106 - 123
540,11,01/01/2023 00:00,United Center,Chicago Bulls,Cleveland Cavaliers,102 - 103
541,11,01/01/2023 00:00,Toyota Center,Houston Rockets,New York Knicks,88 - 108
542,11,01/01/2023 00:00,AT&T Center,San Antonio Spurs,Dallas Mavericks,125 - 126
543,11,01/01/2023 01:00,FedExForum,Memphis Grizzlies,New Orleans Pelicans,116 - 101
544,11,01/01/2023 01:00,Target Center,Minnesota Timberwolves,Detroit Pistons,104 - 116
545,11,01/01/2023 01:00,Paycom Center,Oklahoma City Thunder,Philadelphia 76ers,96 - 115
546,11,01/01/2023 02:00,Vivint Arena,Utah Jazz,Miami Heat,123 - 126
547,11,02/01/2023 01:00,FedExForum,Memphis Grizzlies,Sacramento Kings,118 - 108
548,11,02/01/2023 01:00,Fiserv Forum,Milwaukee Bucks,Washington Wizards,95 - 118
549,11,02/01/2023 01:00,Ball Arena,Denver Nuggets,Boston Celtics,123 - 111
550,11,02/01/2023 20:00,Madison Square Garden,New York Knicks,Phoenix Suns,102 - 83
551,11,03/01/2023 00:00,Spectrum Center,Charlotte Hornets,Los Angeles Lakers,115 - 121
552,11,03/01/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,145 - 134
553,11,03/01/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Toronto Raptors,122 - 114
554,11,03/01/2023 00:00,Wells Fargo Center,Philadelphia 76ers,New Orleans Pelicans,120 - 111
555,11,03/01/2023 00:30,Barclays Center,Brooklyn Nets,San Antonio Spurs,139 - 103
556,11,03/01/2023 01:00,Toyota Center,Houston Rockets,Dallas Mavericks,106 - 111
557,11,03/01/2023 01:00,Target Center,Minnesota Timberwolves,Denver Nuggets,124 - 111
558,11,03/01/2023 03:00,Chase Center,Golden State Warriors,Atlanta Hawks,143 - 141
559,11,03/01/2023 03:00,Moda Center,Portland Trail Blazers,Detroit Pistons,135 - 106
560,11,03/01/2023 03:30,Crypto.com Arena,LA Clippers,Miami Heat,100 - 110
561,11,04/01/2023 01:00,Fiserv Forum,Milwaukee Bucks,Washington Wizards,123 - 113
562,11,04/01/2023 01:00,Paycom Center,Oklahoma City Thunder,Boston Celtics,150 - 117
563,11,04/01/2023 02:00,Vivint Arena,Utah Jazz,Sacramento Kings,115 - 117
564,11,05/01/2023 00:00,Spectrum Center,Charlotte Hornets,Memphis Grizzlies,107 - 131
565,11,05/01/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Phoenix Suns,90 - 88
566,11,05/01/2023 00:00,Amway Center,Orlando Magic,Oklahoma City Thunder,126 - 115
567,11,05/01/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Indiana Pacers,129 - 126
568,11,05/01/2023 00:30,Madison Square Garden,New York Knicks,San Antonio Spurs,117 - 114
569,11,05/01/2023 00:30,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,101 - 104
570,11,05/01/2023 01:00,United Center,Chicago Bulls,Brooklyn Nets,121 - 112
571,11,05/01/2023 01:00,Target Center,Minnesota Timberwolves,Portland Trail Blazers,113 - 106
572,11,05/01/2023 01:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,119 - 108
573,11,05/01/2023 03:00,Chase Center,Golden State Warriors,Detroit Pistons,119 - 122
574,11,05/01/2023 03:00,Crypto.com Arena,Los Angeles Lakers,Miami Heat,112 - 109
575,11,05/01/2023 03:00,Golden 1 Center,Sacramento Kings,Atlanta Hawks,117 - 120
576,12,06/01/2023 00:00,Amway Center,Orlando Magic,Memphis Grizzlies,115 - 123
577,12,06/01/2023 00:30,American Airlines Center,Dallas Mavericks,Boston Celtics,95 - 124
578,12,06/01/2023 01:00,Toyota Center,Houston Rockets,Utah Jazz,114 - 131
579,12,06/01/2023 03:00,Ball Arena,Denver Nuggets,LA Clippers,122 - 91
580,12,07/01/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Portland Trail Blazers,108 - 99
581,12,07/01/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,112 - 126
582,12,07/01/2023 00:30,Scotiabank Arena,Toronto Raptors,New York Knicks,108 - 112
586,12,07/01/2023 00:30,Smoothie King Center,New Orleans Pelicans,Brooklyn Nets,102 - 108
583,12,07/01/2023 01:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,109 - 138
584,12,07/01/2023 01:00,Paycom Center,Oklahoma City Thunder,Washington Wizards,127 - 110
585,12,07/01/2023 01:00,AT&T Center,San Antonio Spurs,Detroit Pistons,121 - 109
587,12,07/01/2023 02:00,Target Center,Minnesota Timberwolves,LA Clippers,128 - 115
588,12,07/01/2023 02:00,Ball Arena,Denver Nuggets,Cleveland Cavaliers,121 - 108
589,12,07/01/2023 03:00,Footprint Center,Phoenix Suns,Miami Heat,96 - 104
590,12,07/01/2023 03:30,Crypto.com Arena,Los Angeles Lakers,Atlanta Hawks,130 - 114
591,12,07/01/2023 23:00,AT&T Center,San Antonio Spurs,Boston Celtics,116 - 121
592,12,08/01/2023 01:00,United Center,Chicago Bulls,Utah Jazz,126 - 118
593,12,08/01/2023 01:00,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,127 - 117
594,12,08/01/2023 01:30,Chase Center,Golden State Warriors,Orlando Magic,101 - 115
595,12,08/01/2023 03:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,134 - 136
596,12,08/01/2023 20:00,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,111 - 123
597,12,08/01/2023 20:30,Scotiabank Arena,Toronto Raptors,Portland Trail Blazers,117 - 105
598,12,08/01/2023 22:00,Gainbridge Fieldhouse,Indiana Pacers,Charlotte Hornets,116 - 111
599,12,08/01/2023 23:00,Miami-Dade Arena,Miami Heat,Brooklyn Nets,101 - 102
600,12,08/01/2023 23:00,FedExForum,Memphis Grizzlies,Utah Jazz,123 - 118
601,12,09/01/2023 00:00,Toyota Center,Houston Rockets,Minnesota Timberwolves,96 - 104
602,12,09/01/2023 00:00,Paycom Center,Oklahoma City Thunder,Dallas Mavericks,120 - 109
603,12,09/01/2023 01:00,Footprint Center,Phoenix Suns,Cleveland Cavaliers,98 - 112
604,12,09/01/2023 02:00,Crypto.com Arena,LA Clippers,Atlanta Hawks,108 - 112
605,12,10/01/2023 00:00,Capital One Arena,Washington Wizards,New Orleans Pelicans,112 - 132
606,12,10/01/2023 00:30,TD Garden,Boston Celtics,Chicago Bulls,107 - 99
607,12,10/01/2023 00:30,Madison Square Garden,New York Knicks,Milwaukee Bucks,107 - 111
608,12,10/01/2023 01:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,121 - 113
609,12,10/01/2023 02:00,Ball Arena,Denver Nuggets,Los Angeles Lakers,122 - 109
610,12,10/01/2023 03:00,Golden 1 Center,Sacramento Kings,Orlando Magic,136 - 111
612,12,11/01/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Detroit Pistons,147 - 116
611,12,11/01/2023 00:30,Miami-Dade Arena,Miami Heat,Oklahoma City Thunder,112 - 111
613,12,11/01/2023 00:30,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,132 - 120
614,12,11/01/2023 02:00,Vivint Arena,Utah Jazz,Cleveland Cavaliers,116 - 114
615,12,11/01/2023 03:00,Chase Center,Golden State Warriors,Phoenix Suns,113 - 125
616,12,11/01/2023 03:00,Moda Center,Portland Trail Blazers,Orlando Magic,106 - 109
617,12,11/01/2023 03:30,Crypto.com Arena,LA Clippers,Dallas Mavericks,113 - 101
618,12,12/01/2023 00:00,Little Caesars Arena,Detroit Pistons,Minnesota Timberwolves,135 - 118
619,12,12/01/2023 00:00,Capital One Arena,Washington Wizards,Chicago Bulls,100 - 97
620,12,12/01/2023 00:30,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,105 - 114
621,12,12/01/2023 00:30,TD Garden,Boston Celtics,New Orleans Pelicans,125 - 114
622,12,12/01/2023 00:30,Madison Square Garden,New York Knicks,Indiana Pacers,119 - 113
623,12,12/01/2023 01:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,135 - 129
624,12,12/01/2023 03:00,Ball Arena,Denver Nuggets,Phoenix Suns,126 - 97
625,12,12/01/2023 03:00,Golden 1 Center,Sacramento Kings,Houston Rockets,135 - 115
626,13,13/01/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Oklahoma City Thunder,114 - 133
627,13,13/01/2023 00:30,Barclays Center,Brooklyn Nets,Boston Celtics,98 - 109
628,13,13/01/2023 00:30,Miami-Dade Arena,Miami Heat,Milwaukee Bucks,108 - 102
629,13,13/01/2023 00:30,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,124 - 114
630,13,13/01/2023 03:00,Crypto.com Arena,Los Angeles Lakers,Dallas Mavericks,115 - 119
631,13,13/01/2023 03:00,Moda Center,Portland Trail Blazers,Cleveland Cavaliers,113 - 119
632,13,14/01/2023 00:00,Little Caesars Arena,Detroit Pistons,New Orleans Pelicans,110 - 116
633,13,14/01/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Atlanta Hawks,111 - 113
634,13,14/01/2023 00:00,Capital One Arena,Washington Wizards,New York Knicks,108 - 112
635,13,14/01/2023 00:30,Alamodome,San Antonio Spurs,Golden State Warriors,113 - 144
636,13,14/01/2023 01:00,United Center,Chicago Bulls,Oklahoma City Thunder,110 - 124
637,13,14/01/2023 01:00,Target Center,Minnesota Timberwolves,Phoenix Suns,121 - 116
638,13,14/01/2023 02:00,Vivint Arena,Utah Jazz,Orlando Magic,112 - 108
639,13,14/01/2023 03:00,Crypto.com Arena,LA Clippers,Denver Nuggets,103 - 115
640,13,14/01/2023 03:00,Golden 1 Center,Sacramento Kings,Houston Rockets,139 - 114
641,13,14/01/2023 18:00,Miami-Dade Arena,Miami Heat,Milwaukee Bucks,111 - 95
642,13,15/01/2023 00:00,Spectrum Center,Charlotte Hornets,Boston Celtics,106 - 122
643,13,15/01/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Memphis Grizzlies,112 - 130
644,13,15/01/2023 00:30,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,103 - 114
645,13,15/01/2023 01:00,Target Center,Minnesota Timberwolves,Cleveland Cavaliers,110 - 102
646,13,15/01/2023 02:00,Vivint Arena,Utah Jazz,Philadelphia 76ers,117 - 118
647,13,15/01/2023 03:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,136 - 119
648,13,15/01/2023 18:00,Little Caesars Arena,Detroit Pistons,New York Knicks,104 - 117
649,13,15/01/2023 20:00,Crypto.com Arena,LA Clippers,Houston Rockets,121 - 100
650,13,15/01/2023 20:30,United Center,Chicago Bulls,Golden State Warriors,132 - 118
651,13,15/01/2023 23:00,Barclays Center,Brooklyn Nets,Oklahoma City Thunder,102 - 112
652,13,16/01/2023 00:00,AT&T Center,San Antonio Spurs,Sacramento Kings,119 - 132
653,13,16/01/2023 01:00,Ball Arena,Denver Nuggets,Orlando Magic,119 - 116
654,13,16/01/2023 02:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,140 - 123
655,13,16/01/2023 02:30,Crypto.com Arena,Los Angeles Lakers,Philadelphia 76ers,112 - 113
656,13,16/01/2023 18:00,Spectrum Center,Charlotte Hornets,Boston Celtics,118 - 130
657,13,16/01/2023 19:30,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,132 - 119
658,13,16/01/2023 20:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New Orleans Pelicans,113 - 103
659,13,16/01/2023 20:00,Madison Square Garden,New York Knicks,Toronto Raptors,121 - 123
660,13,16/01/2023 20:00,Capital One Arena,Washington Wizards,Golden State Warriors,118 - 127
661,13,16/01/2023 20:30,State Farm Arena,Atlanta Hawks,Miami Heat,121 - 113
662,13,16/01/2023 21:00,Target Center,Minnesota Timberwolves,Utah Jazz,125 - 126
663,13,16/01/2023 23:00,FedExForum,Memphis Grizzlies,Phoenix Suns,136 - 106
664,13,17/01/2023 03:30,Crypto.com Arena,Los Angeles Lakers,Houston Rockets,140 - 132
665,13,18/01/2023 00:30,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,130 - 122
666,13,18/01/2023 01:00,AT&T Center,San Antonio Spurs,Brooklyn Nets,106 - 98
